URL,ThreadID,NumberOfComments
https://0x00sec.org/t/reverse-obfuscated-php-code/15459/5,15459,5
https://0x00sec.org/t/not-dead-just-busy/15487/3,15487,3
https://0x00sec.org/t/the-art-of-man-in-the-middle-attack/15140/6,15140,6
https://0x00sec.org/t/simple-subnet-calculations-in-ipv4/15000/6,15000,6
https://0x00sec.org/t/android-hacking-reverse-engineering-porn-scam/819/5,819,5
https://0x00sec.org/t/a-blue-team-guide-to-aws-cloudtrail-monitoring/15086/1,15086,1
https://0x00sec.org/t/vulnhub-smashthetux-chapter-0x00-basic-buffer-overflow-ret2libc/14850/5,14850,5
https://0x00sec.org/t/vulnhub-sickos-1-1-writeup/14799/5,14799,5
https://0x00sec.org/t/about-discord-irc/13727/15,13727,15
https://0x00sec.org/t/achieving-persistent-access-to-burp-collaborator-sessions/14311/15,14311,15
https://0x00sec.org/t/r-pi-vs-a-pi/14788/4,14788,4
https://0x00sec.org/t/wso-shell-xor-encrypt-and-decrypt/14720/4,14720,4
https://0x00sec.org/t/how-to-build-a-successful-information-security-career/1533/10,1533,10
https://0x00sec.org/t/notes-on-the-osi-model/14573/11,14573,11
https://0x00sec.org/t/theory-a-word-on-pi-and-ssh/14565/4,14565,4
https://0x00sec.org/t/a-blue-team-guide-to-azure-office-365-monitoring/14411/8,14411,8
https://0x00sec.org/t/social-media-the-web-insecurities/1746/7,1746,7
https://0x00sec.org/t/scheduled-maintenance-of-0x00sec-7-00am-24th-june-2019/14536/3,14536,3
https://0x00sec.org/t/0x00sec-helped-me-graduate-college-and-become-a-professional-red-teamer/14415/6,14415,6
https://0x00sec.org/t/game-hacking-3d-pinball-space-cadet/1232/20,1232,20
https://0x00sec.org/t/a-curious-case-of-malwarebytes/13746/17,13746,17
https://0x00sec.org/t/my-thoughts-after-my-first-real-attempt-at-hackthebox/14045/11,14045,11
https://0x00sec.org/t/return-oriented-programming-on-arm-32-bit/14183/10,14183,10
https://0x00sec.org/t/autobof-a-journey-into-automation-exploit-development-and-buffer-overflows/13415/19,13415,19
https://0x00sec.org/t/intigriti-xss-challenge-solution/13896/3,13896,3
https://0x00sec.org/t/introducing-a-light-theme-for-0x00sec/9774/8,9774,8
https://0x00sec.org/t/new-xss-challenge/13847/2,13847,2
https://0x00sec.org/t/malware-writing/13429/16,13429,16
https://0x00sec.org/t/how-to-become-an-apt/13558/12,13558,12
https://0x00sec.org/t/changes-to-categories-asking-questions-on-0x00sec/13813/1,13813,1
https://0x00sec.org/t/doubt-infect-elf/13605/8,13605,8
https://0x00sec.org/t/hackthebox-lightweight-write-up/13590/2,13590,2
https://0x00sec.org/t/services-tools-wiki/2123/34,2123,34
https://0x00sec.org/t/indicators-of-packers/12984/14,12984,14
https://0x00sec.org/t/my-thoughts-on-shell-affect-tutoring/13490/4,13490,4
https://0x00sec.org/t/penny-0x00-overview/5344/12,5344,12
https://0x00sec.org/t/malicious-dll-execution-using-apples-apsdaemon-exe-signed-binary/13409/3,13409,3
https://0x00sec.org/t/use-the-past-to-conquer-the-future-a-how-to-on-bash-history-substitution/12977/9,12977,9
https://0x00sec.org/t/explaining-the-vip-status-on-0x00sec/12114/10,12114,10
https://0x00sec.org/t/changes-coming-to-0x00sec-for-2019/12676/22,12676,22
https://0x00sec.org/t/intigriti-xss-challenge/13367/3,13367,3
https://0x00sec.org/t/where-is-your-0x00sec-sticker/13332/9,13332,9
https://0x00sec.org/t/where-do-you-get-your-exploits-from/13310/7,13310,7
https://0x00sec.org/t/hackthebox-irked-writeup/13269/3,13269,3
https://0x00sec.org/t/reverse-engineering-101/1233/11,1233,11
https://0x00sec.org/t/short-simple-guide-on-attacking-web-security/13020/5,13020,5
https://0x00sec.org/t/penetration-tests-with-nessus-chapter-1/12117/12,12117,12
https://0x00sec.org/t/my-personal-osint-techniques-part-1-of-2-key-layer-contingency-seeding/13033/4,13033,4
https://0x00sec.org/t/my-personal-osint-techniques-volume-2-the-kitchen-sink/13198/2,13198,2
https://0x00sec.org/t/hackthebox-weekly-challenge-onetwoseven/13151/2,13151,2
https://0x00sec.org/t/learn-to-hack-stuff/12888/11,12888,11
https://0x00sec.org/t/apt-34-tools-for-test-communication-only-not-for-illegal-use/13102/6,13102,6
https://0x00sec.org/t/shell-affect-release/12685/17,12685,17
https://0x00sec.org/t/htb-shell-affect-access-writeup/13085/1,13085,1
https://0x00sec.org/t/hackthebox-weekly-challenge-freestyle/13019/3,13019,3
https://0x00sec.org/t/defeating-userland-hooks-ft-bitdefender/12496/4,12496,4
https://0x00sec.org/t/htb-shell-affect-reel-writeup/12930/1,12930,1
https://0x00sec.org/t/hackthebox-weekly-challenge-querier/12362/8,12362,8
https://0x00sec.org/t/sxp-my-very-own-internal-communication-protocol/12766/7,12766,7
https://0x00sec.org/t/malware-writing-python-malware-part-3-stealing-credentials-and-cookies/12099/12,12099,12
https://0x00sec.org/t/hackthebox-weekly-challenge-lacasadepapel/12679/2,12679,2
https://0x00sec.org/t/hacking-operating-systems-assessment/1323/31,1323,31
https://0x00sec.org/t/hackthebox-weekly-challenge-lightweight/12552/5,12552,5
https://0x00sec.org/t/foxcatcher-part-2-data-mining/1317/9,1317,9
https://0x00sec.org/t/hackthebox-writeup-frolic/12478/9,12478,9
https://0x00sec.org/t/overlooked-privesc-on-sangoma-netborder-device/12431/2,12431,2
https://0x00sec.org/t/favorite-debuggers-disassemblers-extensions/11851/15,11851,15
https://0x00sec.org/t/fun-bypass-xss-detection-waf/12228/6,12228,6
https://0x00sec.org/t/malware-writing-python-malware-part-2-keylogging-with-ctypes-and-setwindowshookexa/11858/14,11858,14
https://0x00sec.org/t/show-off-your-setup-v2/6846/126,6846,126
https://0x00sec.org/t/changing-parameters-of-function-call/12094/6,12094,6
https://0x00sec.org/t/overlooked-tools-of-the-infosec-trade-packer/2045/11,2045,11
https://0x00sec.org/t/uncle-prys-ctf-warmups-episode-2/12076/18,12076,18
https://0x00sec.org/t/uncle-prys-ctf-warmups-episode-1/11636/11,11636,11
https://0x00sec.org/t/hackthebox-weekly-challenge-chaos/12075/2,12075,2
https://0x00sec.org/t/knowing-null-dtm-developing-that-malware/11747/7,11747,7
https://0x00sec.org/t/python-windows-keylogger/11939/10,11939,10
https://0x00sec.org/t/malware-writing-python-malware-part-1/11700/22,11700,22
https://0x00sec.org/t/saudi-and-oman-national-cyber-security-ctf-2019-web-maria-writeup/11490/10,11490,10
https://0x00sec.org/t/admin-coming-soon-a-new-way-of-doing-business/11674/17,11674,17
https://0x00sec.org/t/successful-spreading-and-operating-of-botnets/11952/4,11952,4
https://0x00sec.org/t/yet-another-drupal-scanner-drupwn/6247/13,6247,13
https://0x00sec.org/t/hackthebox-access-ctf-discussion/11918/5,11918,5
https://0x00sec.org/t/osint-vs-fraudster/11563/23,11563,23
https://0x00sec.org/t/ss7-and-telco-backbone-infrastructure/11450/4,11450,4
https://0x00sec.org/t/using-uri-to-pop-shells-via-the-discord-client/11673/14,11673,14
https://0x00sec.org/t/reverse-engineering-do-we-really-understand-it/11780/3,11780,3
https://0x00sec.org/t/kernel-exploitation-dereferencing-a-null-pointer/3850/8,3850,8
https://0x00sec.org/t/stack-based-buffer-overflows-still-relevant/10643/8,10643,8
https://0x00sec.org/t/learn-hacking-where-should-you-start/136/20,136,20
https://0x00sec.org/t/point-of-no-c3-linux-kernel-exploitation-part-0/11585/3,11585,3
https://0x00sec.org/t/ransomware-development-v3/10793/9,10793,9
https://0x00sec.org/t/keygen-i-hate-rectangles/11284/1,11284,1
https://0x00sec.org/t/ransomware-development/2510/35,2510,35
https://0x00sec.org/t/keygen-balanced-tree/11044/7,11044,7
https://0x00sec.org/t/sites-that-are-shitty/10989/6,10989,6
https://0x00sec.org/t/ask-execution-after-redirect-ear/10981/6,10981,6
https://0x00sec.org/t/bypassing-crowdstrike-falcon-detection-from-phishing-email-to-reverse-shell/10802/22,10802,22
https://0x00sec.org/t/my-book-searching-function-libgen-no-api/10761/3,10761,3
https://0x00sec.org/t/re-guide-for-beginners-methodology-and-tools/2242/32,2242,32
https://0x00sec.org/t/writeup-flare-on-2018/10502/3,10502,3
https://0x00sec.org/t/my-experience-with-learning-binwalk-0day/10397/3,10397,3
https://0x00sec.org/t/aztarna-a-footprinting-tool-for-robots/10603/2,10603,2
https://0x00sec.org/t/crackme-remove-me/2189/12,2189,12
https://0x00sec.org/t/knowing-null-maderas-making-an-impact-in-infosec/10584/6,10584,6
https://0x00sec.org/t/smartwares-c723ip-camera-0-day-vulnerabilities/10376/16,10376,16
https://0x00sec.org/t/vulnhub-bulldog-1-writeup/10486/4,10486,4
https://0x00sec.org/t/0x00sec-leapsecurity-ctf-2018-results/10291/5,10291,5
https://0x00sec.org/t/yes-bash-can-get-uglier-introducing-bashfuscator-a-bash-obfuscation-framework/10216/12,10216,12
https://0x00sec.org/t/libssh-authentication-search-and-bypass/10436/2,10436,2
https://0x00sec.org/t/keygenme-easy-cracking-your-first-program/1075/27,1075,27
https://0x00sec.org/t/blackcat-screen-capture/10337/6,10337,6
https://0x00sec.org/t/blackcat-keylogger/10307/8,10307,8
https://0x00sec.org/t/psyche-reconnaissance-journey-how-well-do-you-know-yourself/10316/1,10316,1
https://0x00sec.org/t/shell-lover-reverse-shell-cheat-sheet-tool/10001/12,10001,12
https://0x00sec.org/t/introducing-0x00sec-leap-security-ctf-2018/9555/29,9555,29
https://0x00sec.org/t/anti-forensic-and-file-less-malware/10008/6,10008,6
https://0x00sec.org/t/bypassing-multi-factor-authentification-how-to/10121/4,10121,4
https://0x00sec.org/t/introduction-to-quantum-computing-part-2/10106/4,10106,4
https://0x00sec.org/t/exploiting-techniques-000-ret2libc/1833/31,1833,31
https://0x00sec.org/t/are-you-really-anonymous/9522/22,9522,22
https://0x00sec.org/t/crackme-norepls-part-1/2974/25,2974,25
https://0x00sec.org/t/crackme-norepls-part-2/2987/16,2987,16
https://0x00sec.org/t/malware-collecting/9421/15,9421,15
https://0x00sec.org/t/enumeration-for-linux-privilege-escalation/1959/23,1959,23
https://0x00sec.org/t/reading-material-just-for-fun/9888/11,9888,11
https://0x00sec.org/t/stealing-cookies-for-fun-and-profit-phpsessid-theory/1607/9,1607,9
https://0x00sec.org/t/ethereum-and-smart-contracts-part-1/9931/3,9931,3
https://0x00sec.org/t/arm-crackme-data-processing/6677/6,6677,6
https://0x00sec.org/t/the-ultimate-privilege-escalation-reference-wiki/9788/6,9788,6
https://0x00sec.org/t/0x00sec-wallpapers/1454/20,1454,20
https://0x00sec.org/t/poster-doug-leas-malloc-cheatsheet/9795/7,9795,7
https://0x00sec.org/t/knowing-null-0x00pf-pico-a-little-bit-of-everything-even-security/9633/10,9633,10
https://0x00sec.org/t/csharp-hackers-and-hardware-hackers-unite/9732/5,9732,5
https://0x00sec.org/t/new-av-bypass-techniques/9608/23,9608,23
https://0x00sec.org/t/malware-by-definition/4417/5,4417,5
https://0x00sec.org/t/tips-on-being-organized-and-prioritizing-stuff/9360/8,9360,8
https://0x00sec.org/t/anyone-want-more-malware/9371/10,9371,10
https://0x00sec.org/t/libssh-any-vulnerable-server-cve-2018-10933/9124/35,9124,35
https://0x00sec.org/t/net-performing-a-mitm-attack-on-the-netguard-desktop-application/9207/4,9207,4
https://0x00sec.org/t/cve-2018-11759-apache-mod-jk-access-control-bypass/9273/7,9273,7
https://0x00sec.org/t/introducing-a-tor-address-for-0x00sec/1306/17,1306,17
https://0x00sec.org/t/robot-vulnerabilities-contributing-publicly-getting-acknowledged-and-raising-the-awareness/9118/8,9118,8
https://0x00sec.org/t/essay-images-video-thoughts-professional-hacker-2011-to-present/8782/20,8782,20
https://0x00sec.org/t/robot-vulnerability-scoring-system-rvss/8661/6,8661,6
https://0x00sec.org/t/robotics-ctf-a-playground-for-robot-hacking/9015/3,9015,3
https://0x00sec.org/t/how-can-i-learn-to-form-strings-in-shellcodes/8992/5,8992,5
https://0x00sec.org/t/reflective-dll-injection-any-way-to-check-if-a-process-is-already-injected/8980/2,8980,2
https://0x00sec.org/t/a-basic-overview-of-how-drones-are-build-and-how-they-work/8525/4,8525,4
https://0x00sec.org/t/books-and-sources-for-beginners/1452/9,1452,9
https://0x00sec.org/t/a-lot-about-paging-a-little-about-virtualization-part-2/8868/4,8868,4
https://0x00sec.org/t/the-vmcs-part-1/8739/2,8739,2
https://0x00sec.org/t/introduction-hardware-virtualization-part-4294967295/8722/2,8722,2
https://0x00sec.org/t/are-broadcasted-sms-still-possible/8858/5,8858,5
https://0x00sec.org/t/ip-grabbing-best-domain-names/719/22,719,22
https://0x00sec.org/t/basics-and-lifecycle-of-a-vm-part-0/8723/4,8723,4
https://0x00sec.org/t/knowing-null-real0day-building-a-real-community/8693/3,8693,3
https://0x00sec.org/t/thereaver-automate-wps-pin-cracking-tool/8648/12,8648,12
https://0x00sec.org/t/congratulations-everyone-give-a-heads-up-to-one-of-our-members-rekin-flare-on/8646/6,8646,6
https://0x00sec.org/t/small-csharp-challenge-re-first-try-p/8582/3,8582,3
https://0x00sec.org/t/xip-ip-addresses-mutation/8428/5,8428,5
https://0x00sec.org/t/reverseme-bit-banging/2522/16,2522,16
https://0x00sec.org/t/crackme-crackme-simulator-2018-mk-ii/6867/3,6867,3
https://0x00sec.org/t/reverse-engineering-slides/8352/6,8352,6
https://0x00sec.org/t/super-stealthy-droppers/3715/10,3715,10
https://0x00sec.org/t/requesting-cpanel-exploits/8463/7,8463,7
https://0x00sec.org/t/osint-shodan-api-key/8249/6,8249,6
https://0x00sec.org/t/penny-pt-0x00-configure-your-own-vulnerable-ctf-machine/8411/2,8411,2
https://0x00sec.org/t/introducing-bamf-backdoor-access-machine-farmer/8305/10,8305,10
https://0x00sec.org/t/defcon26-0x00sec-in-vegas/7907/19,7907,19
https://0x00sec.org/t/writeup-for-a-simple-buffer-overflow-in-a-linux-32-bit-system/8304/8,8304,8
https://0x00sec.org/t/clientside-exploitation-tricks-of-the-trade-0x01-sharpshooter-squibblytwo/8178/8,8178,8
https://0x00sec.org/t/vingcard-vision-electronic-lock-system-vision-6-3-software-from-tomi-timos-ghost-in-the-locks-presentation/8254/2,8254,2
https://0x00sec.org/t/rains-pwk-oscp-write-up-and-ama/8164/9,8164,9
https://0x00sec.org/t/introducing-byob-build-your-own-botnet/7792/22,7792,22
https://0x00sec.org/t/ctf-this-weekend-aug-25th-26th/8151/3,8151,3
https://0x00sec.org/t/ctf-this-weekend-aug-17th-18th/8092/7,8092,7
https://0x00sec.org/t/whitehatvn-grandprix-ctf-web01-writeup/8138/3,8138,3
https://0x00sec.org/t/node-js-deserialization-how-to-hack-a-node-js-server-hackthebox/7868/10,7868,10
https://0x00sec.org/t/0x00sec-gitlab-server-poll-keep-or-decommission/8041/9,8041,9
https://0x00sec.org/t/building-a-god-s-eye-android-app-part-5-collecting-browser-searches-bookmarks-calendar-events-and-spying-on-user-keyboard-dictionary/7773/6,7773,6
https://0x00sec.org/t/knowing-null-fraq-a-bugs-best-friend-and-worst-nightmare/8016/6,8016,6
https://0x00sec.org/t/execute-system-commands-in-python-reference/7870/5,7870,5
https://0x00sec.org/t/a-complete-beginner-friendly-guide-to-the-digispark-badusb/8002/4,8002,4
https://0x00sec.org/t/introduction-to-quantum-computing-part-1/7996/5,7996,5
https://0x00sec.org/t/penny-pr-0x01-learning-documentation/7953/3,7953,3
https://0x00sec.org/t/robot-hacking-the-robot-security-framework-rsf/7922/4,7922,4
https://0x00sec.org/t/run-the-trap-how-to-setup-your-own-honeypot-to-collect-malware-samples/7445/27,7445,27
https://0x00sec.org/t/how-to-connect-to-irc-using-hexchat-and-anonsurf/7887/2,7887,2
https://0x00sec.org/t/parrot-security-os-mate-2-xfce/7874/6,7874,6
https://0x00sec.org/t/penny-os-0x02-environment/7858/5,7858,5
https://0x00sec.org/t/building-a-god-s-eye-android-app-part-4-persistently-collecting-contacts-call-logs-and-text-messages-sms/7375/8,7375,8
https://0x00sec.org/t/beginners-sql-injection-ninja/7844/3,7844,3
https://0x00sec.org/t/knowing-null-ricksanchez-dual-boot-life/7774/3,7774,3
https://0x00sec.org/t/kernel-mode-rootkits-file-deletion-protection/7616/7,7616,7
https://0x00sec.org/t/malware-books-too-outdated-to-use/7590/5,7590,5
https://0x00sec.org/t/encrypted-chat-part-iii/7639/8,7639,8
https://0x00sec.org/t/building-a-god-s-eye-android-app-part-2-sending-information-to-a-web-server/7168/7,7168,7
https://0x00sec.org/t/the-malicious-park-is-open/7492/7,7492,7
https://0x00sec.org/t/intro-to-digital-forensics-part-2-methodology-and-process-models/7122/4,7122,4
https://0x00sec.org/t/knowing-null-pry0cc-hacking-into-infosec/7403/9,7403,9
https://0x00sec.org/t/release-norepls-source-version-1/7487/2,7487,2
https://0x00sec.org/t/penny-os-0x01-debian-vbox-installation-ghdb/5450/3,5450,3
https://0x00sec.org/t/arg-the-red-triangle-solving-part-1/7272/4,7272,4
https://0x00sec.org/t/arg-the-red-triangle-solving-part2/7368/2,7368,2
https://0x00sec.org/t/your-most-inspiring-hacking-books/7367/3,7367,3
https://0x00sec.org/t/introducing-0x00sec-github-repo/1090/11,1090,11
https://0x00sec.org/t/clientside-exploitation-in-2018-how-pentesting-has-changed/7356/8,7356,8
https://0x00sec.org/t/project-suggestion-mirror-attacks/6919/12,6919,12
https://0x00sec.org/t/building-a-god-s-eye-android-app-part-3-permission-granting/7317/2,7317,2
https://0x00sec.org/t/knowing-null-l0k1-from-blue-to-red/7253/12,7253,12
https://0x00sec.org/t/crackme-babyelf-revenge/7286/10,7286,10
https://0x00sec.org/t/crackme-babyelf/7268/11,7268,11
https://0x00sec.org/t/dissecting-and-exploiting-elf-files/7267/8,7267,8
https://0x00sec.org/t/intro-to-digital-forensics-part-3-the-course-of-the-evidence/7194/3,7194,3
https://0x00sec.org/t/bypass-data-execution-protection-dep/6988/13,6988,13
https://0x00sec.org/t/ctf-cyberlympics/3248/20,3248,20
https://0x00sec.org/t/building-a-god-s-eye-android-app-part-1-collecting-installed-android-apps/7121/2,7121,2
https://0x00sec.org/t/intro-to-digital-forensics-part-1-digital-evidence/7119/2,7119,2
https://0x00sec.org/t/building-a-gods-eye-android-app-part-0-introduction-to-amunet/7112/5,7112,5
https://0x00sec.org/t/pure-python-in-memory-so-loading-without-shm/6453/7,6453,7
https://0x00sec.org/t/favorite-vuln-sites/6965/6,6965,6
https://0x00sec.org/t/how-to-connect-to-irc-using-hexchat-and-tor/6866/8,6866,8
https://0x00sec.org/t/osint-passive-recon-and-discovery-of-assets/6715/13,6715,13
https://0x00sec.org/t/introduction-to-the-arduino-series/6848/17,6848,17
https://0x00sec.org/t/programming-turing-machines-part-i/6895/2,6895,2
https://0x00sec.org/t/programming-turing-machines-part-ii/6908/2,6908,2
https://0x00sec.org/t/programming-turing-machines-part-iii/6913/2,6913,2
https://0x00sec.org/t/black-magic-using-z3-for-automated-crackme-solving/6889/4,6889,4
https://0x00sec.org/t/tyrannosaurus-reproduced-fast-and-died-young-a-malicious-host-ip-c-c-from-china-2016-to-present/6691/8,6691,8
https://0x00sec.org/t/0x00sec-member-projects/6868/2,6868,2
https://0x00sec.org/t/irc-details-mid-2018/6861/7,6861,7
https://0x00sec.org/t/0x00sec-irc-channel/388/49,388,49
https://0x00sec.org/t/your-complete-un-budgeted-toolkit-wiki/2192/33,2192,33
https://0x00sec.org/t/the-0x00helpers/6797/9,6797,9
https://0x00sec.org/t/building-a-php-shell-come-join-me/1385/17,1385,17
https://0x00sec.org/t/osint-0x02-linkedin-is-not-just-for-jobs/6774/9,6774,9
https://0x00sec.org/t/official-0x00sec-clothing-hoodies-and-t-shirts-anyone/2431/44,2431,44
https://0x00sec.org/t/0x00secs-related-google-search/6689/4,6689,4
https://0x00sec.org/t/scalable-reversing/6523/4,6523,4
https://0x00sec.org/t/bde-browser-data-exporter/6669/6,6669,6
https://0x00sec.org/t/windows-3-0-file-manager/6361/4,6361,4
https://0x00sec.org/t/how-to-bypass-emulator-detection-in-android-apps/6585/3,6585,3
https://0x00sec.org/t/crackme-challenge-part-5-license-key-c/465/20,465,20
https://0x00sec.org/t/irc-maintenance-5-may-2018-you-should-read-this/6534/6,6534,6
https://0x00sec.org/t/parse-json-with-python-because-i-suck/6584/13,6584,13
https://0x00sec.org/t/hacking-defcon-toronto-galahad-ctf-part1/6267/5,6267,5
https://0x00sec.org/t/fuzzing-projects-with-american-fuzzy-lop-afl/6498/3,6498,3
https://0x00sec.org/t/help-fud-virus/6348/7,6348,7
https://0x00sec.org/t/cscg-2015-reversing-binary/6410/5,6410,5
https://0x00sec.org/t/brute-forcing-cd-keys/6362/8,6362,8
https://0x00sec.org/t/malware-sources/6341/3,6341,3
https://0x00sec.org/t/help-cubing-negative-numbers-php/6338/9,6338,9
https://0x00sec.org/t/like-i-clearly-said-remove-my-profile-account-and-all-my-threads-and-info/6333/12,6333,12
https://0x00sec.org/t/create-your-own-private-botnet-with-proxydock/5917/13,5917,13
https://0x00sec.org/t/early-unregulated-phone-access/3480/17,3480,17
https://0x00sec.org/t/windows-for-the-linux-user/6299/10,6299,10
https://0x00sec.org/t/mirai-botnet-source-code/1212/4,1212,4
https://0x00sec.org/t/nestor10s-malware-analysis-101-anatomy-of-a-trojan-part-1/6223/8,6223,8
https://0x00sec.org/t/hacking-defcon-toronto-galahad-ctf-part2/6278/2,6278,2
https://0x00sec.org/t/wifi-the-perfect-suburban-wordlist/6263/2,6263,2
https://0x00sec.org/t/forensics-docker/6220/2,6220,2
https://0x00sec.org/t/what-do-do-with-a-old-macbook-pro/5785/13,5785,13
https://0x00sec.org/t/mobile-generations-and-the-rise-of-5g/6186/2,6186,2
https://0x00sec.org/t/lets-discuss-our-favorite-tools/6175/3,6175,3
https://0x00sec.org/t/vulnhub-basic-pentesting-1/6172/2,6172,2
https://0x00sec.org/t/wine-and-ollydbg/6136/12,6136,12
https://0x00sec.org/t/picoctf-binary-125-solution/6131/3,6131,3
https://0x00sec.org/t/rewriting-libc-functions-in-malwares/6004/13,6004,13
https://0x00sec.org/t/vulnhub-troll-1-solution/5963/5,5963,5
https://0x00sec.org/t/encrypted-chat-part-ii/5958/3,5958,3
https://0x00sec.org/t/vulnhub-vulnos-2-solution/5962/2,5962,2
https://0x00sec.org/t/like-i-clearly-said-remove-my-profile-account-and-all-my-threads-ans-info/5929/4,5929,4
https://0x00sec.org/t/are-our-lives-a-simulation-meaning-of-life-debate/5786/16,5786,16
https://0x00sec.org/t/encrypted-chat-part-i/5839/8,5839,8
https://0x00sec.org/t/apt-write-up-collection/2144/5,2144,5
https://0x00sec.org/t/help-spoofing-x-app-token-of-an-android-app/5849/4,5849,4
https://0x00sec.org/t/wordpress-has-never-been-safer/1875/23,1875,23
https://0x00sec.org/t/whats-the-most-anonymous-active-scanning-technique/5678/18,5678,18
https://0x00sec.org/t/gaining-domain-admin-from-outside-active-directory/5722/6,5722,6
https://0x00sec.org/t/live-now-hangouts-youtube/5608/12,5608,12
https://0x00sec.org/t/stupid-nix-tricks-ssh-multiplexing/5583/12,5583,12
https://0x00sec.org/t/simplified-scraping-with-lynx-regex-and-bash/5149/14,5149,14
https://0x00sec.org/t/php-file-inclusion-vulnerability/5200/18,5200,18
https://0x00sec.org/t/userland-api-monitoring-and-code-injection-detection/5565/5,5565,5
https://0x00sec.org/t/hacking-john-doe/716/31,716,31
https://0x00sec.org/t/exploit-mitigation-techniques-address-space-layout-randomization-aslr/5452/14,5452,14
https://0x00sec.org/t/linux-cephei-a-nim-virus/3498/13,3498,13
https://0x00sec.org/t/tutorial-creating-yara-signatures-for-malware-detection/5453/4,5453,4
https://0x00sec.org/t/execute-malware-by-opening-steganographic-image/5564/5,5564,5
https://0x00sec.org/t/essay-we-need-hackers-now-more-than-ever/5477/26,5477,26
https://0x00sec.org/t/real-penetration-tests-equalizers-and-dirty-tricks/5512/6,5512,6
https://0x00sec.org/t/wannabe-tutorials-section-1-part-1/1194/8,1194,8
https://0x00sec.org/t/crackme-aikoncwd-01/5406/6,5406,6
https://0x00sec.org/t/malware-analysis-case-gbc-17-124-the-dropper-part-i/3408/7,3408,7
https://0x00sec.org/t/limited-time-offer-mock-interviews-with-fraq/5315/2,5315,2
https://0x00sec.org/t/0x00ctf-writeup-babyheap-left/5314/2,5314,2
https://0x00sec.org/t/getting-cozy-with-exploit-development/5311/5,5311,5
https://0x00sec.org/t/pwnable-heap-of-secrets/5121/11,5121,11
https://0x00sec.org/t/how-a-independently-security-researcher-to-make-a-living/5212/5,5212,5
https://0x00sec.org/t/freestyle-february-a-0x00sec-article-contest/5186/8,5186,8
https://0x00sec.org/t/exploit-mitigation-techniques-stack-canaries/5085/3,5085,3
https://0x00sec.org/t/malware-reversing-burpsuite-keygen/5167/23,5167,23
https://0x00sec.org/t/gif-javascript-polyglots-abusing-gifs-tags-and-mime-types-for-evil/5088/12,5088,12
https://0x00sec.org/t/public-service-announcement-download-links/5150/2,5150,2
https://0x00sec.org/t/hackazon-a-vulnerable-web-app-for-sharpening-your-axe/5091/6,5091,6
https://0x00sec.org/t/htb-calamity-write-up-ret2mprotect-bypass-nx-info-leak/5139/3,5139,3
https://0x00sec.org/t/htb-solidstate-write-up/5129/9,5129,9
https://0x00sec.org/t/want-a-vps-use-our-affiliate-link/335/17,335,17
https://0x00sec.org/t/heap-safari-thread-local-caching/5054/2,5054,2
https://0x00sec.org/t/forgs-wiki/4857/5,4857,5
https://0x00sec.org/t/why-is-gentoo-so-great-linux/1423/34,1423,34
https://0x00sec.org/t/crypters-instruments-of-the-underground/386/11,386,11
https://0x00sec.org/t/android-malware-start-the-app-at-boot-and-get-kernel-version-0x01/786/4,786,4
https://0x00sec.org/t/malware-decompiling-and-unpacking-loda-keylogger/4896/6,4896,6
https://0x00sec.org/t/analysis-unpacking-firestorm-self-extracting-archive/4882/8,4882,8
https://0x00sec.org/t/practicalpentestlabs-com-boxes-writeups/2218/30,2218,30
https://0x00sec.org/t/null-byte-poisoning-the-magic-byte/3874/7,3874,7
https://0x00sec.org/t/programming-for-wannabes-part-i/1143/34,1143,34
https://0x00sec.org/t/cs-advanced-chatserver/4871/3,4871,3
https://0x00sec.org/t/internet-chemotherapy/4664/8,4664,8
https://0x00sec.org/t/cs-related-books-wiki/4854/8,4854,8
https://0x00sec.org/t/join-0x00sec-on-irc-how-to-irc-with-quassel/997/11,997,11
https://0x00sec.org/t/introduction-to-carrot2/1470/8,1470,8
https://0x00sec.org/t/help-to-unpack-malware-enigma/1871/21,1871,21
https://0x00sec.org/t/ibi-crypter-a-jit-crypter-poc/1373/11,1373,11
https://0x00sec.org/t/the-hackers-edc-bag/1651/47,1651,47
https://0x00sec.org/t/a-pretty-good-url-scanner/3959/11,3959,11
https://0x00sec.org/t/a-big-change-a-little-hiccup/4749/3,4749,3
https://0x00sec.org/t/buffer-overflow-exploitation/3846/11,3846,11
https://0x00sec.org/t/an-introduction-to-printer-exploitation/3565/14,3565,14
https://0x00sec.org/t/weaponized-exploit-writing-in-go-fusion0/3184/7,3184,7
https://0x00sec.org/t/talk-breaking-the-x86-isa/3451/6,3451,6
https://0x00sec.org/t/analysis-exploitation-of-nitayarts-broadpwn-bug-cve-2017-9417/2932/7,2932,7
https://0x00sec.org/t/recon-gaining-credentials-with-nmap-scripts/984/6,984,6
https://0x00sec.org/t/recon-nmap-basics/977/6,977,6
https://0x00sec.org/t/great-challenge-website/1461/11,1461,11
https://0x00sec.org/t/links-probably-worth-reading/916/7,916,7
https://0x00sec.org/t/reflective-dll-injection/3080/11,3080,11
https://0x00sec.org/t/iot-malware-droppers-mirai-and-hajime/1966/12,1966,12
https://0x00sec.org/t/how-to-get-a-super-stelfy-shell-that-av-doesnt-pick-up/1860/23,1860,23
https://0x00sec.org/t/user-mode-rootkits-iat-and-inline-hooking/1108/8,1108,8
